num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,id
5518674,250.28,0,0,22050,1,0.47596,240.66902,-4.96,108.018,0.778,4,1.0,11,0.548,0,0.623,3.15,4.12,1.0,1.0,0.0873,0.745,0.891,0.0,0.27,0.241,0.875,3KJ070M2S1qM30RoemO8Q0
4497612,203.97333,0,0,22050,1,0.0,194.62386,-6.427,87.008,0.303,4,1.0,1,0.573,1,0.596,3.15,4.12,1.0,1.0,0.0237,0.692,0.726,2.33e-05,0.118,0.0465,0.782,5DfAKQmET7CEenXz4bpaN6
4608450,209.0,0,0,22050,1,0.51565,205.55466,-2.075,120.051,0.748,4,1.0,8,0.852,0,0.643,3.15,4.12,1.0,1.0,0.000521,0.654,0.802,0.000317,0.069,0.0657,0.835,1CeF9ZIetinXWoZLPWDkSf
5376084,243.81332,0,0,22050,1,0.21492,232.65814,-11.739,79.693,0.523,4,0.929,0,0.176,0,0.581,3.15,4.12,1.0,1.0,0.147,0.217,0.281,0.0775,0.121,0.0292,0.124,0VChZsNVSby8CRLxlFsmh5
5037690,228.46667,0,0,22050,1,0.13356,221.68091,-6.066,107.988,0.705,4,1.0,0,0.801,1,0.282,3.15,4.12,1.0,1.0,0.0696,0.726,0.587,4.48e-05,0.161,0.0322,0.468,08Hjt7sf5feTXV3jmnSMif
4482664,203.29543,0,0,22050,1,0.0,203.29543,-4.311,114.478,0.804,4,1.0,7,0.416,1,0.457,3.15,4.12,1.0,1.0,0.019,0.746,0.878,0.0,0.0601,0.0492,0.814,0jFCvtj43ydsOo5vFf8FWL
4770254,216.33804,0,0,22050,1,0.0,204.37624,-6.402,141.956,0.395,4,0.057,3,0.172,0,0.303,3.15,4.12,1.0,1.0,0.00255,0.606,0.598,0.000176,0.0856,0.0371,0.364,5rkO3frgsxvadoYTBmfrRS
6051049,274.42398,0,0,22050,1,0.50499,267.68542,-5.968,122.023,0.369,4,1.0,9,0.353,1,0.46,3.15,4.12,1.0,1.0,0.112,0.765,0.598,5.6e-05,0.0999,0.0389,0.407,0DNhUWfql5zQQVfNmbhKG6
5782612,262.24997,0,0,22050,1,0.14522,255.60526,-5.177,110.025,0.784,4,1.0,9,0.387,0,0.444,3.15,4.12,1.0,1.0,0.0421,0.605,0.846,0.00215,0.131,0.029,0.483,3HOa2rytwSAWgqvW0W6LgK
6095240,276.42813,0,0,22050,1,0.0,273.64716,-7.416,111.991,0.797,4,1.0,9,0.295,0,0.338,3.15,4.12,1.0,1.0,0.0879,0.882,0.541,6.74e-05,0.28,0.213,0.839,0Pj33bQ4nUkDqnuzkNgDou
5213208,236.42667,0,0,22050,1,0.0,236.42667,-4.428,109.969,0.85,4,0.995,0,0.618,1,0.582,3.15,4.12,1.0,1.0,4.42e-05,0.545,0.796,4.64e-06,0.505,0.0335,0.256,1FllqG90TRssKKdZGCn06Z
4744278,215.16,0,0,22050,1,0.0,209.8039,-5.914,105.021,0.646,4,1.0,0,0.457,1,0.492,3.15,4.12,1.0,1.0,0.00758,0.786,0.687,0.0,0.619,0.141,0.345,6cREm4bV7V79Yxdilx9HDo
3958710,179.53333,0,0,22050,1,0.26263,176.0595,-2.029,128.003,0.804,4,0.401,1,0.542,1,0.661,3.15,4.12,1.0,1.0,0.018,0.56,0.856,0.0,0.0404,0.0728,0.56,0SB9oIIBgZaYdV2GrwkxbX
5540626,251.27556,0,0,22050,1,0.90005,245.92255,-5.484,110.025,0.6,4,0.993,2,0.316,1,0.517,3.15,4.12,1.0,1.0,0.114,0.757,0.819,3.28e-05,0.127,0.0663,0.923,0M3cwGSJwd84OmSgHcsP6r
4193028,190.16,0,0,22050,1,3.21596,190.16,-5.141,174.037,0.368,4,0.875,1,0.604,1,0.679,3.15,4.12,1.0,1.0,0.0347,0.452,0.716,7.85e-06,0.294,0.0313,0.317,3PvzvltQZLIKk9YgoMP3Yq
4390890,199.13333,0,0,22050,1,0.0,186.11955,-5.558,96.856,0.711,4,1.0,6,0.614,1,0.448,3.15,4.12,1.0,1.0,0.499,0.696,0.745,0.000392,0.103,0.109,0.924,4EinijqqYUW8RBh38CQije
4616964,209.38612,0,0,22050,1,0.25048,202.87274,-3.553,169.965,0.622,4,1.0,9,0.235,0,0.344,3.15,4.12,1.0,1.0,0.0387,0.545,0.968,0.00325,0.331,0.0853,0.527,2AYEOC02WLhUiOoaig2SEH
4320624,195.94667,0,0,22050,1,0.33188,190.63583,-4.279,120.052,0.325,4,1.0,9,0.226,0,0.394,3.15,4.12,1.0,1.0,0.101,0.66,0.852,0.0,0.0362,0.0419,0.964,4bm5sh12yDPEJkWbO27pDw
3928428,178.16,0,0,22050,1,0.0,165.66856,-5.735,201.855,0.115,3,0.037,8,0.493,1,0.554,3.15,4.12,1.0,1.0,0.000431,0.61,0.548,0.0,0.104,0.0743,0.583,2awGKnr0saaZHGJQ8bAQdC
4347000,197.14285,0,0,22050,1,0.0,194.85605,-3.957,111.982,0.869,4,0.928,5,0.353,0,0.617,3.15,4.12,1.0,1.0,0.0136,0.513,0.799,0.71,0.128,0.0371,0.236,2Zad8pocXKphfqiTXdGfqL
5244960,237.86667,0,0,22050,1,1.03556,231.88026,-5.415,145.032,0.63,4,0.965,0,0.347,0,0.537,3.15,4.12,1.0,1.0,0.0209,0.719,0.806,0.00417,0.123,0.092,0.564,7vfA1SlnLRdMxnbUopSBu1
5049744,229.01334,0,0,22050,1,0.2844,219.3415,-3.506,114.977,0.783,4,1.0,9,0.48,0,0.533,3.15,4.12,1.0,1.0,0.243,0.705,0.853,2.42e-06,0.0912,0.0521,0.744,09PPzPVwBKX1Qv8h8Vnjcs
4676544,212.08817,0,0,22050,1,4.29569,199.80771,-4.973,113.742,0.262,5,1.0,7,0.695,1,0.6,3.15,4.12,1.0,1.0,0.108,0.458,0.861,0.0,0.0673,0.165,0.539,7d5nPZfMU0fu66EYnhfqFS
5080320,230.4,0,0,22050,1,0.0,214.48853,-5.146,124.983,0.895,4,1.0,4,0.208,0,0.242,3.15,4.12,1.0,1.0,0.000907,0.616,0.883,0.0831,0.34,0.0413,0.792,1Aj18VUETgSZCOyEr0otss
6369300,288.85715,0,0,22050,1,0.85329,271.9463,-3.863,139.902,0.556,4,0.988,7,0.0,1,0.446,3.15,4.12,1.0,1.0,0.0946,0.632,0.826,0.0,0.64,0.0426,0.371,1WZFduS35Z3BXWg3hLAqdv
4049530,183.65215,0,0,22050,1,0.0,183.65216,-4.681,115.046,0.946,4,1.0,9,0.321,1,0.317,3.15,4.12,1.0,1.0,0.00932,0.61,0.946,0.0254,0.258,0.0899,0.442,1cgddZ4aHastOKUxL1OdQx
4229190,191.8,0,0,22050,1,4.10413,180.09978,-15.193,118.039,0.42,4,0.226,8,0.243,1,0.538,3.15,4.12,1.0,1.0,0.828,0.7,0.213,4.9e-05,0.312,0.253,0.601,1mJVgsQB3VPI82Q85IrLR5
3084060,139.86667,0,0,22050,1,0.53383,134.88472,-10.054,136.312,0.309,4,0.893,5,0.044,1,0.234,3.15,4.12,1.0,1.0,0.862,0.659,0.189,0.0,0.121,0.0584,0.743,49QYW8sicJQNqmaVpe1vH7
7836270,355.38638,0,0,22050,1,0.16249,351.73587,-6.916,98.009,0.427,4,1.0,2,0.438,1,0.512,3.15,4.12,1.0,1.0,0.309,0.818,0.719,0.000197,0.0779,0.0748,0.785,3fYF9nA8UKZeMc1d80dtc9
5080320,230.4,0,0,22050,1,0.0,222.26141,-3.588,124.964,0.913,4,0.714,0,0.381,1,0.397,3.15,4.12,1.0,1.0,0.000156,0.622,0.889,0.403,0.236,0.0428,0.59,4UYszdSPOqIUK2TX2j1GuL
9778696,443.47827,0,0,22050,1,0.0,426.85242,-4.571,92.011,0.352,4,0.955,9,0.279,1,0.356,3.15,4.12,1.0,1.0,0.0178,0.525,0.699,8.8e-05,0.0888,0.0353,0.199,11BPfwVbB7vok7KfjBeW4k
5718472,259.34113,0,0,22050,1,0.06966,250.3982,-8.737,136.982,0.602,4,1.0,0,0.802,0,0.763,3.15,4.12,1.0,1.0,0.00149,0.638,0.697,0.438,0.252,0.0337,0.626,62V56f4QO63mMuhGKv0fRO
5676873,257.45456,0,0,22050,1,0.0,252.16872,-7.452,109.916,0.232,4,1.0,6,0.0,0,0.121,3.15,4.12,1.0,1.0,0.152,0.634,0.696,4.35e-05,0.221,0.142,0.127,5QwU7QaUPx0jUNwnd6h9Nb
5888976,267.07373,0,0,22050,1,2.54839,259.9474,-6.716,118.004,0.846,4,1.0,4,0.301,1,0.393,3.15,4.12,1.0,1.0,0.0345,0.769,0.754,0.325,0.081,0.0471,0.616,5EHEEtGjuDstWdlPJk8aiY
3684996,167.12,0,0,22050,1,0.16005,163.31755,-8.28,85.029,0.0,4,1.0,7,0.0,1,0.378,3.15,4.12,1.0,1.0,0.182,0.666,0.578,5.25e-06,0.325,0.07,0.628,6IEMBESzF60A5v1mjvi5U2
4438812,201.30667,0,0,22050,1,0.11029,190.28172,-5.148,123.929,0.803,4,0.977,9,0.433,0,0.47,3.15,4.12,1.0,1.0,0.0875,0.644,0.887,0.101,0.104,0.0353,0.435,5tNHLNmcg1pnJ6sdeaV5gN
4769763,216.31578,0,0,22050,1,0.0,212.02141,-4.939,151.951,0.451,4,1.0,11,0.45,0,0.549,3.15,4.12,1.0,1.0,0.00439,0.678,0.962,0.178,0.0889,0.194,0.412,0OVZIutuoQZ1JnAzHSTBxa
6164491,279.56876,0,0,22050,1,0.0,274.12897,-3.13,108.032,0.393,4,1.0,5,0.419,0,0.82,3.15,4.12,1.0,1.0,0.00113,0.575,0.914,0.154,0.347,0.198,0.349,3qC4lJkSEOtgU08UbaOFPD
3732751,169.28577,0,0,22050,1,0.0,161.88371,-5.352,140.686,0.064,3,0.537,10,0.576,1,0.4,3.15,4.12,1.0,1.0,0.0393,0.446,0.883,0.398,0.115,0.477,0.479,0Kp5mXwMozPJbs5ceOBzt1
4953773,224.6609,0,0,22050,1,0.09288,217.49551,-10.667,85.483,0.204,4,1.0,6,0.295,0,0.468,3.15,4.12,1.0,1.0,0.235,0.688,0.578,0.000231,0.0666,0.043,0.902,6sarUARDOnVNNDlo1wC58p
4961472,225.01007,0,0,22050,1,0.0,213.9951,-6.102,112.011,0.409,4,1.0,1,0.565,1,0.616,3.15,4.12,1.0,1.0,0.0787,0.799,0.525,5.4e-05,0.525,0.0619,0.354,6QqLvOl8LC9FrkpYK3lPbu
7337068,332.74686,0,0,22050,1,0.0,321.20163,-3.187,157.031,0.623,4,0.896,7,0.879,1,0.762,3.15,4.12,1.0,1.0,0.00674,0.529,0.951,0.898,0.158,0.0469,0.201,3cGyFa2o22zovENXB4C7ia
2840256,128.8098,0,0,22050,1,0.0,128.8098,-5.321,82.024,0.959,4,1.0,9,0.181,1,0.303,3.15,4.12,1.0,1.0,0.000474,0.497,0.912,0.868,0.103,0.117,0.377,2YYUNDHSXlipQoMXqgoXo3
9433429,427.81992,0,0,22050,1,0.49918,425.17477,-6.035,114.011,0.964,4,0.996,11,0.183,0,0.538,3.15,4.12,1.0,1.0,0.0915,0.794,0.595,0.406,0.0586,0.0525,0.624,1wW0yMVo6dVxWZkmduKEWC
5588534,253.44826,0,0,22050,1,0.13311,248.4361,-9.666,115.991,0.862,4,1.0,1,0.457,1,0.668,3.15,4.12,1.0,1.0,0.107,0.909,0.528,0.154,0.0845,0.132,0.481,17CULb9h3QZa1IxJSVT31m
3965178,179.82668,0,0,22050,1,0.07252,172.5823,-6.544,102.582,0.595,4,1.0,1,0.0,0,0.409,3.15,4.12,1.0,1.0,0.0645,0.728,0.706,0.0,0.152,0.18,0.47,1dDLe8u0YDGtaNlGVlUkrN
5638929,255.73373,0,0,22050,1,5.24771,247.3912,-7.253,121.983,0.789,4,0.988,10,0.095,0,0.322,3.15,4.12,1.0,1.0,0.135,0.639,0.754,0.0094,0.142,0.0349,0.324,1gJ6kZIXFcyFVAh2OZTxHw
5205262,236.0663,0,0,22050,1,5.31737,227.74712,-5.279,105.057,0.773,4,0.841,1,0.874,1,0.723,3.15,4.12,1.0,1.0,0.0044,0.53,0.875,0.0,0.107,0.0333,0.353,3kCsMI1T5iW0xlq6LMXN5B
4860442,220.4282,0,0,22050,1,0.0,214.77878,-4.512,98.049,0.508,4,1.0,11,0.233,0,0.395,3.15,4.12,1.0,1.0,0.118,0.678,0.855,4.84e-06,0.417,0.0974,0.895,1QA8xOD8Ze55lX98IRsW1m
5529278,250.76091,0,0,22050,1,0.27279,245.27238,-4.825,124.98,0.542,4,1.0,11,0.738,1,0.752,3.15,4.12,1.0,1.0,0.0476,0.732,0.744,0.0,0.377,0.0342,0.563,6sLGL868ghdFnFPgQJ3vJE
5708973,258.91034,0,0,22050,1,0.0,246.60172,-3.737,89.293,0.363,1,0.065,7,0.176,1,0.381,3.15,4.12,1.0,1.0,0.115,0.378,0.696,0.0212,0.35,0.0374,0.304,0tF2f8N186NWlDmBwiJi4t
8020687,363.74997,0,0,22050,1,6.94277,349.62866,-3.234,128.056,0.863,4,0.8,6,0.559,1,0.546,3.15,4.12,1.0,1.0,0.00458,0.652,0.857,0.0173,0.141,0.211,0.569,3wMxrBFbbgvpu0pykO78Ql
5336100,242.0,0,0,22050,1,0.0,239.34549,-6.735,180.066,0.531,3,1.0,3,0.551,0,0.495,3.15,4.12,1.0,1.0,0.0346,0.537,0.688,0.00437,0.111,0.0531,0.799,0Kknb9aY48qXhxmlcluwV5
6326272,286.90576,0,0,22050,1,0.20322,276.81088,-6.583,92.002,0.643,4,1.0,9,0.595,0,0.421,3.15,4.12,1.0,1.0,0.238,0.808,0.837,0.86,0.0624,0.046,0.653,66KcXPDs1hr8T06KvlJCeA
6206046,281.45334,0,0,22050,1,0.0,279.17932,-7.035,117.92,0.871,4,0.832,1,0.274,0,0.415,3.15,4.12,1.0,1.0,0.0355,0.675,0.654,5.28e-05,0.16,0.0347,0.456,2Z3A6slc45YsaawDIi3WJw
4645494,210.68,0,0,22050,1,0.0,204.7826,-8.571,129.857,0.358,4,0.854,5,0.539,0,0.566,3.15,4.12,1.0,1.0,0.15,0.516,0.718,0.0163,0.167,0.257,0.588,7yCw7WbWOIRYe7z2aRjAaA
4245779,192.55234,0,0,22050,1,0.0,185.38231,-6.615,128.923,0.748,4,0.992,0,0.205,0,0.552,3.15,4.12,1.0,1.0,0.125,0.711,0.696,0.0,0.332,0.254,0.804,7wyH9n1xDXVbakXxOPYiPZ
4652947,211.018,0,0,22050,1,0.07542,191.84908,-5.726,126.02,0.953,4,1.0,11,0.505,1,0.502,3.15,4.12,1.0,1.0,0.0187,0.683,0.713,3.42e-05,0.308,0.031,0.539,5JwcXZBFsBTVhchPYARbPP
4121280,186.90611,0,0,22050,1,2.04916,179.97787,-5.29,139.945,0.539,4,1.0,5,0.238,0,0.506,3.15,4.12,1.0,1.0,0.00688,0.7,0.762,0.366,0.137,0.0582,0.399,2up9Gk5PybKIKIIn0udQF6
5800326,263.05334,0,0,22050,1,2.15365,247.69887,-7.469,126.008,0.846,4,1.0,8,0.308,0,0.352,3.15,4.12,1.0,1.0,0.00779,0.753,0.789,0.111,0.325,0.0274,0.65,6N8GRBzGcppbhTBBeZuHq6
5556894,252.01334,0,0,22050,1,0.12195,239.95502,-6.48,98.04,0.494,4,0.845,0,0.551,1,0.524,3.15,4.12,1.0,1.0,0.0972,0.699,0.601,1.17e-05,0.562,0.0304,0.434,6olUplztLFFfU7fMYmFXOP
8127393,368.58926,0,0,22050,1,0.0,363.758,-3.031,113.981,0.794,4,0.979,4,0.21,0,0.322,3.15,4.12,1.0,1.0,0.111,0.763,0.818,0.0205,0.114,0.0394,0.805,2wIX2KK7aKClP7WgQB24m9
4719616,214.04153,0,0,22050,1,2.25234,191.22214,-4.844,127.334,0.368,4,0.964,9,0.422,1,0.365,3.15,4.12,1.0,1.0,0.0625,0.367,0.701,0.0,0.0941,0.0704,0.12,1yhBnqGI6Pf1qpVuzupNu5
4813951,218.31976,0,0,22050,1,0.12798,215.24316,-6.398,124.996,0.929,4,1.0,9,0.391,0,0.386,3.15,4.12,1.0,1.0,0.0639,0.747,0.804,6.86e-06,0.556,0.117,0.387,1DAYtZpk8WDWlqPd2of1p4
4709880,213.6,0,0,22050,1,0.0,205.22957,-2.56,199.921,0.143,4,1.0,7,0.263,1,0.368,3.15,4.12,1.0,1.0,0.0324,0.425,0.954,0.29,0.249,0.0388,0.55,0IuXV9IlhVp9NwAAsN4NYt
4517147,204.85927,0,0,22050,1,0.0,201.7756,-8.833,115.035,0.539,4,1.0,9,0.0,1,0.225,3.15,4.12,1.0,1.0,0.0231,0.667,0.637,0.00115,0.159,0.0373,0.53,4lrxTE7gWthChksZObehwm
4995095,226.53493,0,0,22050,1,0.0,220.08453,-8.831,159.969,0.243,4,0.678,0,0.495,0,0.527,3.15,4.12,1.0,1.0,0.0118,0.55,0.728,0.804,0.121,0.0458,0.512,472gTCwi5EplJlb9JqLkTG
5709789,258.94736,0,0,22050,1,0.06961,249.85252,-7.123,114.056,0.78,4,1.0,2,0.0,0,0.132,3.15,4.12,1.0,1.0,0.0324,0.908,0.647,0.000292,0.0646,0.197,0.38,6sqo5lYZ3yJRv0auIWBNrm
4909248,222.64163,0,0,22050,1,0.0,213.53651,-5.808,94.99,0.318,4,1.0,4,0.291,1,0.346,3.15,4.12,1.0,1.0,0.209,0.678,0.854,0.0,0.318,0.152,0.731,45yy9UvT68Xb5rDWHv1Qrn
3752378,170.17587,0,0,22050,1,0.22626,170.17587,-3.24,97.982,0.405,4,1.0,8,0.451,1,0.463,3.15,4.12,1.0,1.0,0.00103,0.647,0.861,3.55e-05,0.0837,0.0275,0.964,0M2FxegH3ceuDa1KJdNmL8
6601770,299.4,0,0,22050,1,0.24308,293.85434,-6.032,114.243,0.813,4,1.0,8,0.468,1,0.568,3.15,4.12,1.0,1.0,0.0715,0.653,0.794,0.000568,0.218,0.0597,0.764,0zWq1QdGW0cFDKzCxD9rnV
4820130,218.6,0,0,22050,1,0.24032,211.92853,-7.086,107.645,0.504,4,1.0,11,0.507,0,0.386,3.15,4.12,1.0,1.0,0.0382,0.655,0.715,8.33e-06,0.0741,0.0602,0.765,5TB8lq3NL3GcKHMBj36czk
7971075,361.5,0,0,22050,1,0.0,331.76672,-6.786,160.045,0.203,4,0.71,6,0.439,0,0.697,3.15,4.12,1.0,1.0,0.441,0.59,0.589,0.000931,0.0954,0.0498,0.371,2nUqoEvPh5fCXCq3CtDGM4
5067678,229.82668,0,0,22050,1,0.0,226.27846,-7.301,165.008,0.052,4,0.99,8,0.605,0,0.433,3.15,4.12,1.0,1.0,0.0296,0.591,0.609,1.86e-05,0.129,0.0807,0.309,2txbGRAN0A1zmUQ3FMyMbH
4952945,224.62337,0,0,22050,1,0.0,222.22076,-3.839,120.025,0.759,4,0.972,11,0.824,0,0.714,3.15,4.12,1.0,1.0,0.0465,0.667,0.784,0.0,0.209,0.0774,0.649,7xcGA90DFdN0H86YnjViU4
5696937,258.3645,0,0,22050,1,2.82703,255.5298,-12.205,90.018,0.152,4,1.0,5,0.58,1,0.278,3.15,4.12,1.0,1.0,0.676,0.652,0.388,0.000123,0.09,0.0393,0.531,6cV43RzcqQMmA48Y8heq3A
5355393,242.87497,0,0,22050,1,0.0,225.99982,-3.455,169.989,0.387,4,1.0,2,0.625,1,0.708,3.15,4.12,1.0,1.0,0.05,0.587,0.859,0.247,0.321,0.0612,0.619,0aKlFCR49mfqwt0EExoPpF
5734524,260.06912,0,0,22050,1,0.0,257.20743,-2.974,109.946,0.147,4,1.0,1,0.494,1,0.403,3.15,4.12,1.0,1.0,0.0168,0.61,0.83,0.0119,0.0927,0.0636,0.418,3anOLstTVypgnV5yVNLmc7
6156707,279.21573,0,0,22050,1,0.0,274.07092,-8.454,112.001,0.89,4,1.0,11,0.564,0,0.566,3.15,4.12,1.0,1.0,0.293,0.783,0.644,6.15e-06,0.489,0.0868,0.583,1RIb17RSfLjAyFv847aKeh
4718033,213.96976,0,0,22050,1,0.0,200.27211,-5.562,91.02,0.362,4,1.0,4,0.562,0,0.558,3.15,4.12,1.0,1.0,0.122,0.684,0.765,0.000671,0.0635,0.113,0.418,2TbAquZrHGHINfZpvhNZWc
5831913,264.48584,0,0,22050,1,0.14499,254.07855,-9.414,100.043,0.712,4,0.967,9,0.508,0,0.321,3.15,4.12,1.0,1.0,0.0457,0.661,0.538,0.0106,0.241,0.0411,0.0928,2LojGnHMdBxb7HGDxO8Sv0
5078262,230.30667,0,0,22050,1,0.33156,223.55592,-6.148,93.975,0.051,4,1.0,5,0.52,1,0.474,3.15,4.12,1.0,1.0,0.136,0.491,0.686,0.0,0.168,0.394,0.267,5ygUgDvUy7ulj2hVJhccp4
4967541,225.28531,0,0,22050,1,0.0,218.9932,-4.482,121.981,0.71,4,1.0,1,0.0,0,0.257,3.15,4.12,1.0,1.0,0.0628,0.749,0.788,0.000342,0.0791,0.0331,0.353,1iz3RxTOsI7URR5YYbKQHY
4601100,208.66667,0,0,22050,1,0.0,201.11383,-5.484,179.861,0.65,4,0.989,3,0.364,0,0.445,3.15,4.12,1.0,1.0,0.0129,0.304,0.712,0.00543,0.0603,0.0572,0.0629,2DKSSnecIue4lGrXsnBCgX
4658985,211.29184,0,0,22050,1,0.12177,211.29184,-7.593,95.028,0.388,4,0.963,1,0.286,1,0.449,3.15,4.12,1.0,1.0,0.619,0.447,0.652,5.08e-05,0.319,0.0491,0.212,2ZSat9JtFenzwBBPGdJHsC
6721408,304.82578,0,0,22050,1,0.0,297.72626,-10.183,115.055,0.613,4,0.989,10,0.307,0,0.478,3.15,4.12,1.0,1.0,0.514,0.569,0.521,0.00469,0.0962,0.0839,0.143,78iVPIyFgGjQ0g0TmDWYtQ
3631213,164.68086,0,0,22050,1,5.77016,153.838,-4.058,93.986,0.628,4,1.0,7,0.554,1,0.689,3.15,4.12,1.0,1.0,0.209,0.827,0.769,9.54e-05,0.091,0.126,0.491,556l9P7WVZVyYUBjT1YFTT
4704000,213.33333,0,0,22050,1,0.0,213.33333,-4.183,108.01,0.787,4,1.0,2,0.192,0,0.236,3.15,4.12,1.0,1.0,0.0485,0.78,0.811,3.74e-06,0.0979,0.0879,0.696,4S9VoPxYhaYpRDbsycXNi7
6301074,285.763,0,0,22050,1,0.06381,277.32755,-5.626,118.052,1.0,4,1.0,7,0.577,1,0.657,3.15,4.12,1.0,1.0,0.14,0.745,0.779,6.28e-06,0.184,0.0344,0.818,5IzEcLo6VnNVRx6SsqtqZj
4630500,210.0,0,0,22050,1,0.0,203.83057,-4.039,111.982,0.776,4,1.0,8,0.592,1,0.62,3.15,4.12,1.0,1.0,0.0198,0.728,0.852,0.0773,0.084,0.0405,0.327,6SsnOCRjQg42tnBafuMlXS
7039803,319.26544,0,0,22050,1,0.27197,313.04562,-4.879,123.991,0.891,4,1.0,0,0.777,1,0.607,3.15,4.12,1.0,1.0,0.00573,0.72,0.827,0.0182,0.0872,0.0364,0.801,7L9NrUCKNRYaSi8ywU8nQ6
4787712,217.1298,0,0,22050,1,4.10993,212.78186,-4.008,122.956,0.715,4,1.0,0,0.362,1,0.47,3.15,4.12,1.0,1.0,0.0497,0.758,0.916,0.0,0.0676,0.12,0.149,1QaanDNtCkccxtlBql9X1o
9336218,423.41125,0,0,22050,1,0.0,410.79584,-7.921,121.981,0.78,4,1.0,1,0.349,1,0.492,3.15,4.12,1.0,1.0,0.151,0.751,0.614,0.852,0.102,0.0577,0.298,1duGiWzDzsgq0FAWCl0O7F
4379586,198.62068,0,0,22050,1,0.0,186.90321,-7.458,36.913,0.052,3,0.806,2,0.756,1,0.593,3.15,4.12,1.0,1.0,0.313,0.564,0.584,0.00556,0.336,0.462,0.418,3nU27U0UByQouq2YZQXUYB
4488553,203.56248,0,0,22050,1,0.0,200.38821,-1.504,100.728,0.226,4,0.097,5,0.0,0,0.198,3.15,4.12,1.0,1.0,0.0368,0.598,0.828,0.000389,0.206,0.202,0.858,7x2NHJIxclM0X5Jzpb2zXR
6255144,283.68,0,0,22050,1,0.15673,273.15955,-4.519,99.989,0.164,4,1.0,11,0.282,0,0.689,3.15,4.12,1.0,1.0,0.0119,0.612,0.665,0.0,0.0928,0.0292,0.384,1QqVXJhaHXpWHrnaEvTzi1
4884516,221.52,0,0,22050,1,0.2327,200.6262,-6.763,99.999,0.187,4,1.0,2,0.419,1,0.553,3.15,4.12,1.0,1.0,0.0243,0.646,0.644,0.0,0.0888,0.031,0.251,15vzANxN8G9wWfwAJLLMCg
5920572,268.50668,0,0,22050,1,0.08122,261.8166,-7.866,135.844,0.426,4,0.787,1,0.685,1,0.572,3.15,4.12,1.0,1.0,0.0648,0.558,0.551,1.84e-05,0.112,0.0417,0.328,5gU0k210ms7hYpggeFRnds
4822776,218.72,0,0,22050,1,0.11705,214.0938,-2.934,124.99,0.51,4,0.982,0,0.064,1,0.297,3.15,4.12,1.0,1.0,0.011,0.506,0.853,0.0,0.305,0.052,0.514,5sYaLHHqfVBrN613AHQdg4
5329800,241.7143,0,0,22050,1,0.0,231.92671,-2.881,139.989,0.696,4,1.0,5,0.033,0,0.301,3.15,4.12,1.0,1.0,0.138,0.746,0.939,0.00161,0.171,0.0886,0.948,7yga4zng5oRdvVs2ORdnHz
4934432,223.78375,0,0,22050,1,0.0,213.82095,-2.551,148.018,0.841,4,0.977,2,0.527,1,0.554,3.15,4.12,1.0,1.0,0.00256,0.585,0.987,0.908,0.0911,0.0422,0.727,4kP8pPc3lwWt6F2Ojo7fnf
4694517,212.90327,0,0,22050,1,0.19737,206.199,-8.253,92.99,0.312,4,1.0,7,0.303,1,0.352,3.15,4.12,1.0,1.0,0.0313,0.664,0.642,0.0397,0.384,0.0553,0.511,24IBj0Hadb7cFWYB2lZdyz
4558837,206.74998,0,0,22050,1,0.2961,201.16608,-8.673,100.235,0.473,4,1.0,9,0.182,1,0.336,3.15,4.12,1.0,1.0,0.111,0.772,0.54,0.195,0.265,0.0655,0.714,1XsJj9jSdi7rUI3Fcb5jGP
4695631,212.9538,0,0,22050,1,0.59791,208.66032,-6.032,199.791,0.146,4,1.0,1,0.982,0,0.781,3.15,4.12,1.0,1.0,0.435,0.721,0.597,0.000169,0.272,0.0607,0.359,0lVPJxBA0vIHCLVe0zTtcu
7377214,334.56754,0,0,22050,1,0.21456,315.61722,-8.154,119.859,0.579,4,1.0,5,0.229,0,0.365,3.15,4.12,1.0,1.0,0.185,0.491,0.567,0.0063,0.0956,0.0568,0.156,5aKh579wg72fs5mgLAgRMo
8889014,403.12988,0,0,22050,1,0.23224,394.84952,-6.375,128.031,0.792,4,0.988,8,0.178,1,0.44,3.15,4.12,1.0,1.0,0.00386,0.701,0.777,0.739,0.149,0.0634,0.0684,7qBQiFm4vm633vO4XbXQKC
3738913,169.56522,0,0,22050,1,0.0,151.9688,-9.129,91.965,0.083,4,1.0,5,0.441,1,0.291,3.15,4.12,1.0,1.0,0.0123,0.626,0.493,0.862,0.107,0.0472,0.507,4H2xRcKD7jV0TKlkbHr25p
4744866,215.18668,0,0,22050,1,3.57007,211.21451,-3.717,124.049,0.834,4,0.775,5,0.296,0,0.627,3.15,4.12,1.0,1.0,0.0113,0.572,0.813,0.0,0.244,0.0454,0.352,2igkt5sVPBzrLXKWR98rFF
4141566,187.82613,0,0,22050,1,0.0,179.7863,-8.17,134.978,0.863,4,1.0,1,0.625,1,0.621,3.15,4.12,1.0,1.0,5.39e-05,0.647,0.795,3.67e-06,0.434,0.0302,0.544,59Ls5mTOHNlOZccnIgC2zR
